   0.105718991756439218E+001   0.290602916479110718E+001   0.129413008689880371E+000   0.138340884447097778E+004  -0.240237447673572320E+007  -0.690775511231546968E+001    1
   0.905614972114562988E+000   0.299226611852645874E+001   0.110895931720733643E+001   0.855102032423019409E+003  -0.131468623658737633E+007  -0.690875511231548245E+001    1
   0.941613650321960427E+000   0.256888067722320557E+001   0.171686947345733643E+001   0.116316074132919312E+004  -0.108451207156028692E+007  -0.690975511231547301E+001    1
   0.115662586688995361E+001   0.220103287696838379E+001   0.396035313606262207E+000   0.120217853784561157E+004  -0.888693614678496611E+006  -0.691075511231547601E+001    1
   0.112088439464569101E+001   0.299959713220596313E+001   0.280906677246093750E+001   0.105312773585319519E+004  -0.859814632662010496E+006  -0.691175511231546658E+001    1
   0.103949401378631601E+001   0.256825143098831177E+001   0.192237854003906250E+001   0.115686410665512085E+004  -0.801555940523703001E+006  -0.691275511231547579E+001    1
   0.878810691833496138E+000   0.297897094488143921E+001   0.643948316574096680E+000   0.797544807195663452E+003  -0.768067125932221068E+006  -0.691375511231547435E+001    1
   0.102393560409545903E+001   0.233113932609558105E+001   0.619023442268371582E+000   0.109745123982429504E+004  -0.717987799561573891E+006  -0.691475511231548357E+001    1
   0.830299854278564453E+000   0.265780520439147949E+001   0.313757658004760742E+000  -0.641826599836349487E+003  -0.684664779813963920E+006  -0.691575511231552209E+001    1
   0.840573692321777366E+000   0.297186988592147827E+001   0.536623477935791016E+001   0.125357875227928162E+004  -0.656589888715071022E+006  -0.691675511231554463E+001    1
   0.925345015525817827E+000   0.203393304347991943E+001   0.149021923542022705E+001   0.147155532240867615E+004  -0.652141091682680184E+006  -0.691775511231549967E+001    1
   0.991688966751098633E+000   0.228708475828170776E+001   0.101385354995727539E+001   0.110169389843940735E+004  -0.601215408817960066E+006  -0.691875511231549378E+001    1
   0.926458930969238259E+000   0.217552953958511353E+001   0.235822677612304688E+001   0.139052310585975647E+004  -0.599365438512271736E+006  -0.691975511231551454E+001    1
   0.113031980991363534E+001   0.256868809461593628E+001   0.272761702537536621E+001   0.115714916586875916E+004  -0.593160794031878118E+006  -0.692075511231548113E+001    1
   0.115002193450927725E+001   0.195440286397933960E+001   0.130229115486145020E+001   0.137746149301528931E+004  -0.585019707624852192E+006  -0.692175511231547080E+001    1
   0.905036568641662598E+000   0.258000916242599487E+001   0.181660652160644531E+000  -0.629382938146591187E+003  -0.514437469030851731E+006  -0.692275511231549334E+001    1
   0.879449129104614258E+000   0.251138412952423096E+001   0.547477126121520996E+001   0.149638155102729797E+004  -0.365637023106046778E+006  -0.692375511231548746E+001    1
   0.117787916660308833E+001   0.243495690822601318E+001   0.471738338470458984E+001   0.143035748600959778E+004  -0.362570266091912519E+006  -0.692475511231548957E+001    1
   0.812230515480041548E+000   0.255627626180648804E+001   0.361762583255767822E+001  -0.922729730606079102E+003  -0.351006946848398133E+006  -0.692575511231552365E+001    1
   0.101125786304473886E+001   0.243418908119201660E+001   0.271183848381042480E+000  -0.683262407779693604E+003  -0.339395899487129645E+006  -0.692675511231553909E+001    1
   0.849374818801879927E+000   0.236807924509048462E+001   0.265927970409393311E+001   0.899995356798171997E+003  -0.337858703753246169E+006  -0.692775511231552343E+001    1
   0.899003267288208008E+000   0.200944876670837402E+001   0.242007136344909668E+001   0.121809864044189453E+004  -0.302376403279760445E+006  -0.692875511231550334E+001    1
   0.918792915344238237E+000   0.171856069564819336E+001   0.737130045890808105E+000   0.128121206164360046E+004  -0.299921245974003803E+006  -0.692975511231548769E+001    1
   0.948178243637084917E+000   0.265402829647064209E+001   0.333796620368957520E+001   0.758130490779876709E+003  -0.295791793328575790E+006  -0.693075511231546315E+001    1
   0.939259696006774947E+000   0.266901129484176636E+001   0.451350510120391846E+001  -0.970218092203140259E+003  -0.273613756652776210E+006  -0.693175511231550789E+001    1
   0.952719759941101030E+000   0.249544876813888550E+001   0.353412151336669922E+001  -0.916649311780929565E+003  -0.272559547124888457E+006  -0.693275511231550912E+001    1
   0.905467128753662087E+000   0.235324627161026001E+001   0.352321386337280273E+001  -0.980166703462600708E+003  -0.229297184177656047E+006  -0.693375511231550057E+001    1
   0.111147081851959229E+001   0.182723540067672729E+001   0.113184928894042969E+001   0.127193221449851990E+004  -0.207373788339903578E+006  -0.693475511231554709E+001    1
