   0.105718991756439218E+001   0.290602916479110718E+001   0.129413008689880371E+000   0.138340884447097778E+004  -0.464266804162910674E+007  -0.690775511231546968E+001    1
   0.905614972114562988E+000   0.299226611852645874E+001   0.110895931720733643E+001   0.855102032423019409E+003  -0.329821908179525053E+007  -0.690875511231548245E+001    1
   0.941613650321960427E+000   0.256888067722320557E+001   0.171686947345733643E+001   0.116316074132919312E+004  -0.212717112732113665E+007  -0.690975511231547301E+001    1
   0.878810691833496138E+000   0.297897094488143921E+001   0.643948316574096680E+000   0.797544807195663452E+003  -0.211342119262524089E+007  -0.691075511231547601E+001    1
   0.112088439464569101E+001   0.299959713220596313E+001   0.280906677246093750E+001   0.105312773585319519E+004  -0.188828102192621352E+007  -0.691175511231546658E+001    1
   0.115662586688995361E+001   0.220103287696838379E+001   0.396035313606262207E+000   0.120217853784561157E+004  -0.180809717308683530E+007  -0.691275511231547579E+001    1
   0.840573692321777366E+000   0.297186988592147827E+001   0.536623477935791016E+001   0.125357875227928162E+004  -0.163282682304442860E+007  -0.691375511231547435E+001    1
   0.103949401378631601E+001   0.256825143098831177E+001   0.192237854003906250E+001   0.115686410665512085E+004  -0.159160440979782911E+007  -0.691475511231548357E+001    1
   0.991688966751098633E+000   0.228708475828170776E+001   0.101385354995727539E+001   0.110169389843940735E+004  -0.149804333489305037E+007  -0.691575511231552209E+001    1
   0.925345015525817827E+000   0.203393304347991943E+001   0.149021923542022705E+001   0.147155532240867615E+004  -0.149616785861178441E+007  -0.691675511231554463E+001    1
   0.102393560409545903E+001   0.233113932609558105E+001   0.619023442268371582E+000   0.109745123982429504E+004  -0.145400413210588088E+007  -0.691775511231549967E+001    1
   0.830299854278564453E+000   0.265780520439147949E+001   0.313757658004760742E+000  -0.641826599836349487E+003  -0.141654687956175464E+007  -0.691875511231549378E+001    1
   0.926458930969238259E+000   0.217552953958511353E+001   0.235822677612304688E+001   0.139052310585975647E+004  -0.132700409757221979E+007  -0.691975511231551454E+001    1
   0.113031980991363534E+001   0.256868809461593628E+001   0.272761702537536621E+001   0.115714916586875916E+004  -0.129756229099869169E+007  -0.692075511231548113E+001    1
   0.115002193450927725E+001   0.195440286397933960E+001   0.130229115486145020E+001   0.137746149301528931E+004  -0.125421854524155124E+007  -0.692175511231547080E+001    1
   0.905036568641662598E+000   0.258000916242599487E+001   0.181660652160644531E+000  -0.629382938146591187E+003  -0.122598883453809912E+007  -0.692275511231549334E+001    1
   0.879449129104614258E+000   0.251138412952423096E+001   0.547477126121520996E+001   0.149638155102729797E+004  -0.112240858533331938E+007  -0.692375511231548746E+001    1
   0.899003267288208008E+000   0.200944876670837402E+001   0.242007136344909668E+001   0.121809864044189453E+004  -0.799883126466840738E+006  -0.692475511231548957E+001    1
   0.849374818801879927E+000   0.236807924509048462E+001   0.265927970409393311E+001   0.899995356798171997E+003  -0.767989939828439616E+006  -0.692575511231552365E+001    1
   0.101125786304473886E+001   0.243418908119201660E+001   0.271183848381042480E+000  -0.683262407779693604E+003  -0.727714558847911539E+006  -0.692675511231553909E+001    1
   0.117787916660308833E+001   0.243495690822601318E+001   0.471738338470458984E+001   0.143035748600959778E+004  -0.711440035795511561E+006  -0.692775511231552343E+001    1
   0.812230515480041548E+000   0.255627626180648804E+001   0.361762583255767822E+001  -0.922729730606079102E+003  -0.710840600467873854E+006  -0.692875511231550334E+001    1
   0.948178243637084917E+000   0.265402829647064209E+001   0.333796620368957520E+001   0.758130490779876709E+003  -0.641997175041136332E+006  -0.692975511231548769E+001    1
   0.939259696006774947E+000   0.266901129484176636E+001   0.451350510120391846E+001  -0.970218092203140259E+003  -0.591998450653704698E+006  -0.693075511231546315E+001    1
   0.905467128753662087E+000   0.235324627161026001E+001   0.352321386337280273E+001  -0.980166703462600708E+003  -0.573308355508094071E+006  -0.693175511231550789E+001    1
   0.952719759941101030E+000   0.249544876813888550E+001   0.353412151336669922E+001  -0.916649311780929565E+003  -0.564653243315121159E+006  -0.693275511231550912E+001    1
   0.904597663879394553E+000   0.288191413879394531E+001   0.575864195823669434E+001  -0.959305673837661743E+003  -0.552828702657943824E+006  -0.693375511231550057E+001    1
   0.813426613807678223E+000   0.255066615343093872E+001   0.728816092014312744E+001   0.124858582019805908E+004  -0.546531521915805642E+006  -0.693475511231554709E+001    1
   0.870122408866882413E+000   0.200004959106445312E+001   0.205985248088836670E+001   0.922219693660736084E+003  -0.521817971590711270E+006  -0.693575511231551811E+001    1
   0.102610950469970708E+001   0.227279144525527954E+001   0.550291657447814941E+001   0.148657256364822388E+004  -0.472544445468022663E+006  -0.693675511231548558E+001    1
   0.924930739402771041E+000   0.247633874416351318E+001   0.663454234600067139E+001   0.127150037884712219E+004  -0.468625795816618309E+006  -0.693775511231549125E+001    1
   0.875932502746582076E+000   0.293750113248825073E+001   0.112545490264892578E+001  -0.422667175531387329E+003  -0.458631147337498318E+006  -0.693875511231549424E+001    1
   0.842395520210266202E+000   0.255916482210159302E+001   0.774224281311035156E+001   0.122118556499481201E+004  -0.449008044316393556E+006  -0.693975511231547948E+001    1
   0.905241465568542458E+000   0.245535421371459961E+001   0.435391545295715332E+001   0.809239089488983154E+003  -0.439971795673161338E+006  -0.694075511231545761E+001    1
   0.111147081851959229E+001   0.182723540067672729E+001   0.113184928894042969E+001   0.127193221449851990E+004  -0.422050785543897771E+006  -0.694175511231546682E+001    1
   0.114864726066589351E+001   0.242687040567398071E+001   0.495195686817169189E+001   0.111240738630294800E+004  -0.421294429478063132E+006  -0.694275511231551334E+001    1
   0.953447008132934593E+000   0.215512758493423462E+001   0.253340005874633789E+001   0.828377544879913330E+003  -0.420944658967124938E+006  -0.694375511231550835E+001    1
   0.902754878997802712E+000   0.172002035379409790E+001   0.236607491970062256E+001   0.119349190592765808E+004  -0.415689846688697871E+006  -0.694475511231550335E+001    1
   0.885115146636962891E+000   0.293536502122879028E+001   0.559375584125518799E+001  -0.760174453258514404E+003  -0.395913489171660913E+006  -0.694575511231551523E+001    1
   0.111460478305816646E+001   0.294950062036514282E+001   0.221233427524566650E+001   0.454786807298660278E+003  -0.393023773099418555E+006  -0.694675511231552090E+001    1
   0.924170660972595259E+000   0.260282742977142334E+001   0.443489491939544678E+001  -0.798627048730850220E+003  -0.380711319531696266E+006  -0.694775511231551945E+001    1
   0.956092572212219216E+000   0.162906414270401001E+001   0.792807340621948242E-001   0.990928500890731812E+003  -0.375495223710221529E+006  -0.694875511231547005E+001    1
   0.992981410026550271E+000   0.271252888441085815E+001   0.379416525363922119E+001   0.624919474124908447E+003  -0.364316582447366847E+006  -0.694975511231546506E+001    1
   0.981099891662597701E+000   0.273676460981369019E+001   0.439629971981048584E+001   0.660675406455993652E+003  -0.352779848694954999E+006  -0.695075511231549914E+001    1
   0.108960835933685307E+001   0.232928466796875000E+001   0.524063050746917725E+001   0.113504537940025330E+004  -0.349771483735221496E+006  -0.695175511231552257E+001    1
   0.112373347282409664E+001   0.203260356187820435E+001   0.214792191982269287E+001   0.890601813793182373E+003  -0.336155602038912300E+006  -0.695275511231550336E+001    1
   0.102591876983642583E+001   0.230945098400115967E+001   0.593989312648773193E+001   0.129640439152717590E+004  -0.330112834440524690E+006  -0.695375511231547883E+001    1
   0.118504207134246808E+001   0.260423129796981812E+001   0.111998677253723145E+001   0.570335328578948975E+003  -0.319200153304842243E+006  -0.695475511231550136E+001    1
   0.806449723243713446E+000   0.170311957597732544E+001   0.731009244918823242E+000  -0.918149858713150024E+003  -0.306600332273975713E+006  -0.695575511231551680E+001    1
   0.899712109565734885E+000   0.191204363107681274E+001   0.263269007205963135E+001   0.829891651868820190E+003  -0.293362118832821492E+006  -0.695675511231548427E+001    1
   0.100331063270568843E+001   0.229425376653671265E+001   0.688874959945678711E+001   0.144036197662353516E+004  -0.292772904737844772E+006  -0.695775511231548727E+001    1
   0.838197326660156339E+000   0.187390834093093872E+001   0.170452594757080078E+001   0.805092394351959229E+003  -0.279456147779898427E+006  -0.695875511231550270E+001    1
   0.115350844860076895E+001   0.263865745067596436E+001   0.344472527503967285E+000   0.291664987802505493E+003  -0.274766874906441022E+006  -0.695975511231551458E+001    1
   0.117754845619201642E+001   0.180782711505889893E+001   0.330544888973236084E+001   0.120672458410263062E+004  -0.262017794337284577E+006  -0.696075511231551580E+001    1
